################################################################
# abuse.ch Feodo Tracker Botnet C2 IP Blocklist (CSV)          #
# Last updated: 2021-10-25 07:45:52 UTC                        #
#                                                              #
# Terms Of Use: https://feodotracker.abuse.ch/blocklist/       #
# For questions please contact feodotracker [at] abuse.ch      #
################################################################
#
"first_seen_utc","dst_ip","dst_port","c2_status","last_online","malware"
"2021-10-07 13:23:00","24.171.50.5","443","offline","2021-10-07","QakBot"
"2021-10-07 13:52:59","66.177.215.152","50010","offline","2021-10-07","QakBot"
"2021-10-07 15:13:03","177.170.201.134","995","offline","2021-10-08","QakBot"
"2021-10-07 16:12:55","66.177.215.152","443","offline","2021-10-21","QakBot"
"2021-10-07 17:07:53","73.140.38.124","443","offline","2021-10-07","QakBot"
"2021-10-07 23:57:15","110.174.64.179","995","offline","2021-10-08","QakBot"
"2021-10-08 04:22:51","38.10.197.234","443","offline","2021-10-10","QakBot"
"2021-10-08 14:48:29","220.255.25.28","2222","offline","2021-10-21","QakBot"
"2021-10-08 14:48:30","41.86.42.158","995","offline","2021-10-20","QakBot"
"2021-10-08 14:48:30","93.48.58.123","2222","offline","2021-10-20","QakBot"
"2021-10-08 14:48:30","41.86.42.158","443","offline","2021-10-11","QakBot"
"2021-10-08 14:48:31","63.143.92.99","995","offline","2021-10-22","QakBot"
"2021-10-08 14:48:31","73.77.87.137","995","offline","2021-10-10","QakBot"
"2021-10-08 14:48:31","187.250.159.104","443","offline","2021-10-12","QakBot"
"2021-10-08 14:48:31","187.172.240.28","443","offline","2021-10-08","QakBot"
"2021-10-08 18:13:33","188.50.26.190","995","offline","2021-10-09","QakBot"
"2021-10-09 04:03:29","85.109.229.54","995","offline","2021-10-12","QakBot"
"2021-10-10 04:53:38","203.213.107.174","443","offline","2021-10-10","QakBot"
"2021-10-11 06:57:44","37.117.191.19","2222","offline","2021-10-20","QakBot"
"2021-10-11 07:48:40","212.112.86.37","9676","online","2021-10-25","Dridex"
"2021-10-11 07:48:41","72.52.96.202","8194","offline","2021-10-20","Dridex"
"2021-10-11 18:50:01","5.83.45.48","5412","offline","2021-10-19","Dridex"
"2021-10-11 18:50:01","209.239.112.82","8333","offline","2021-10-18","Dridex"
"2021-10-12 14:33:32","146.66.238.74","443","offline","2021-10-20","QakBot"
"2021-10-12 14:33:33","77.31.162.93","443","offline","2021-10-14","QakBot"
"2021-10-12 14:33:33","67.230.44.194","443","offline","2021-10-14","QakBot"
"2021-10-12 14:33:34","39.49.64.244","995","offline","2021-10-12","QakBot"
"2021-10-12 14:33:34","209.236.35.178","443","offline","2021-10-12","QakBot"
"2021-10-12 14:33:34","75.131.217.182","443","offline","2021-10-13","QakBot"
"2021-10-12 14:33:39","72.252.201.69","995","offline","2021-10-22","QakBot"
"2021-10-12 16:18:37","78.105.213.151","995","offline","2021-10-20","QakBot"
"2021-10-13 02:53:38","173.22.178.66","443","offline","2021-10-15","QakBot"
"2021-10-13 03:42:23","68.117.229.117","443","offline","2021-10-13","QakBot"
"2021-10-13 11:13:39","201.68.60.118","995","offline","2021-10-14","QakBot"
"2021-10-13 13:26:03","51.83.3.52","13786","online","2021-10-25","Dridex"
"2021-10-13 13:35:12","69.64.50.41","6602","online","2021-10-25","Dridex"
"2021-10-13 15:44:40","189.252.166.130","32101","offline","2021-10-14","QakBot"
"2021-10-13 15:44:42","208.78.220.143","443","offline","2021-10-18","QakBot"
"2021-10-13 15:44:43","78.179.137.102","995","offline","2021-10-15","QakBot"
"2021-10-13 15:44:43","24.231.209.2","2222","online","2021-10-25","QakBot"
"2021-10-13 15:44:44","65.100.174.110","32103","offline","2021-10-14","QakBot"
"2021-10-13 15:44:44","65.100.174.110","443","offline","2021-10-20","QakBot"
"2021-10-13 15:44:45","65.100.174.110","8443","offline","2021-10-15","QakBot"
"2021-10-13 15:44:45","98.203.26.168","443","offline","2021-10-19","QakBot"
"2021-10-13 15:44:48","189.146.41.71","443","offline","2021-10-22","QakBot"
"2021-10-13 15:44:48","189.147.159.42","443","offline","2021-10-18","QakBot"
"2021-10-13 15:44:48","189.135.16.92","443","offline","2021-10-25","QakBot"
"2021-10-13 15:44:48","50.194.160.233","995","offline","2021-10-14","QakBot"
"2021-10-13 17:20:47","178.62.205.130","443","online","2021-10-25","Dridex"
"2021-10-13 17:20:48","45.90.108.123","13786","online","2021-10-25","Dridex"
"2021-10-13 17:20:48","198.199.98.78","9217","online","2021-10-25","Dridex"
"2021-10-13 17:30:14","96.37.113.36","993","offline","2021-10-20","QakBot"
"2021-10-14 01:44:41","103.82.211.39","995","offline","2021-10-18","QakBot"
"2021-10-14 05:14:58","136.232.254.46","995","offline","2021-10-18","QakBot"
"2021-10-14 05:54:50","115.96.62.113","443","offline","2021-10-14","QakBot"
"2021-10-14 14:55:03","91.178.126.51","995","online","2021-10-25","QakBot"
"2021-10-14 14:55:06","122.60.71.201","995","offline","2021-10-15","QakBot"
"2021-10-14 14:55:17","50.194.160.233","465","offline","2021-10-20","QakBot"
"2021-10-14 14:55:18","50.194.160.233","32100","offline","2021-10-21","QakBot"
"2021-10-14 14:55:22","187.156.169.68","443","offline","2021-10-19","QakBot"
"2021-10-15 04:45:29","103.82.211.39","465","offline","2021-10-18","QakBot"
"2021-10-15 04:55:27","197.89.144.200","443","offline","2021-10-15","QakBot"
"2021-10-15 05:05:31","196.207.140.40","995","offline","2021-10-25","QakBot"
"2021-10-15 13:55:35","188.55.249.239","995","offline","2021-10-15","QakBot"
"2021-10-15 13:55:36","213.60.210.85","443","offline","2021-10-17","QakBot"
"2021-10-15 13:55:37","189.152.1.4","80","offline","2021-10-15","QakBot"
"2021-10-15 13:55:37","174.76.17.43","443","offline","2021-10-18","QakBot"
"2021-10-15 13:55:38","176.45.11.226","443","offline","2021-10-17","QakBot"
"2021-10-15 13:55:38","65.100.174.110","995","offline","2021-10-20","QakBot"
"2021-10-15 13:55:38","65.100.174.110","6881","offline","2021-10-15","QakBot"
"2021-10-15 13:55:39","187.75.66.160","995","offline","2021-10-20","QakBot"
"2021-10-15 20:08:16","178.33.123.234","9676","online","2021-10-25","Dridex"
"2021-10-15 20:45:29","136.143.11.232","443","online","2021-10-25","QakBot"
"2021-10-16 01:19:34","195.210.28.115","7443","online","2021-10-25","Dridex"
"2021-10-16 01:19:35","211.172.241.52","9676","online","2021-10-25","Dridex"
"2021-10-16 06:25:07","103.82.211.39","993","offline","2021-10-16","QakBot"
"2021-10-16 07:53:39","182.176.180.73","443","online","2021-10-25","QakBot"
"2021-10-18 05:34:06","81.213.59.22","443","offline","2021-10-22","QakBot"
"2021-10-18 06:05:44","86.220.112.26","2222","online","2021-10-25","QakBot"
"2021-10-18 07:55:33","49.206.29.127","443","offline","2021-10-19","QakBot"
"2021-10-18 14:45:51","176.45.53.222","443","offline","2021-10-19","QakBot"
"2021-10-18 14:45:53","105.198.236.99","995","offline","2021-10-22","QakBot"
"2021-10-18 14:45:55","115.96.64.9","995","offline","2021-10-18","QakBot"
"2021-10-18 14:45:56","103.143.8.71","443","online","2021-10-25","QakBot"
"2021-10-18 14:45:57","78.191.38.33","995","offline","2021-10-20","QakBot"
"2021-10-18 14:45:59","39.49.122.240","995","offline","2021-10-18","QakBot"
"2021-10-18 14:46:06","37.210.155.239","995","offline","2021-10-20","QakBot"
"2021-10-18 14:46:08","187.149.227.40","443","offline","2021-10-20","QakBot"
"2021-10-18 14:46:11","201.172.31.95","80","offline","2021-10-22","QakBot"
"2021-10-18 14:55:58","38.70.253.226","2222","offline","2021-10-20","QakBot"
"2021-10-18 16:15:11","24.231.209.2","2083","offline","2021-10-20","QakBot"
"2021-10-18 16:21:21","195.154.146.84","443","offline","2021-10-23","Dridex"
"2021-10-18 16:21:22","157.245.222.44","5723","online","2021-10-25","Dridex"
"2021-10-18 16:21:22","45.56.121.87","8116","online","2021-10-25","Dridex"
"2021-10-18 16:35:12","24.231.209.2","6881","online","2021-10-25","QakBot"
"2021-10-18 18:16:11","86.152.43.219","443","offline","2021-10-24","QakBot"
"2021-10-19 04:56:15","197.89.144.102","443","offline","2021-10-21","QakBot"
"2021-10-19 15:31:19","100.1.119.41","443","offline","2021-10-22","QakBot"
"2021-10-19 15:31:19","201.137.10.225","443","offline","2021-10-22","QakBot"
"2021-10-19 20:11:27","108.4.67.252","443","offline","2021-10-22","QakBot"
"2021-10-20 05:11:28","123.252.190.14","443","online","2021-10-25","QakBot"
"2021-10-20 09:11:25","37.208.181.198","443","offline","2021-10-23","QakBot"
"2021-10-20 15:01:24","129.208.147.188","995","offline","2021-10-20","QakBot"
"2021-10-20 15:01:27","96.246.158.154","995","online","2021-10-25","QakBot"
"2021-10-20 15:01:29","41.235.69.115","443","offline","2021-10-25","QakBot"
"2021-10-20 15:11:32","78.191.24.189","995","online","2021-10-25","QakBot"
"2021-10-20 15:51:37","103.150.40.76","995","offline","2021-10-22","QakBot"
"2021-10-20 16:39:27","46.101.142.214","6891","online","2021-10-25","Dridex"
"2021-10-20 16:39:27","207.180.220.242","8116","online","2021-10-25","Dridex"
"2021-10-20 16:39:27","155.138.203.91","443","online","2021-10-25","Dridex"
"2021-10-20 22:58:24","62.210.116.97","6225","offline","2021-10-23","Dridex"
"2021-10-21 10:41:52","37.208.181.198","61200","offline","2021-10-22","QakBot"
"2021-10-21 13:22:00","187.156.134.254","443","offline","2021-10-22","QakBot"
"2021-10-21 14:41:54","209.210.95.228","995","offline","2021-10-22","QakBot"
"2021-10-21 19:21:32","212.237.17.99","443","online","2021-10-25","Dridex"
"2021-10-21 19:21:32","176.28.17.160","6602","online","2021-10-25","Dridex"
"2021-10-21 19:21:32","51.254.140.238","8333","online","2021-10-25","Dridex"
"2021-10-22 18:22:30","207.246.112.221","995","online","2021-10-25","QakBot"
"2021-10-22 18:22:32","188.50.34.167","995","offline","2021-10-23","QakBot"
"2021-10-22 18:22:32","45.9.20.200","443","online","2021-10-25","QakBot"
"2021-10-22 18:22:33","73.25.109.183","2222","online","2021-10-25","QakBot"
"2021-10-22 18:22:33","207.246.112.221","443","online","2021-10-25","QakBot"
"2021-10-22 18:22:37","187.250.109.250","443","offline","2021-10-22","QakBot"
"2021-10-23 00:12:26","87.242.20.233","2222","offline","2021-10-23","QakBot"
"2021-10-23 04:02:26","115.99.227.13","995","online","2021-10-25","QakBot"
"2021-10-23 06:32:13","27.5.5.31","2222","offline","2021-10-24","QakBot"
"2021-10-23 10:12:30","88.226.225.168","443","offline","2021-10-23","QakBot"
"2021-10-23 10:15:47","149.28.99.97","443","offline","2021-10-25","QakBot"
"2021-10-25 04:26:26","96.21.251.127","2222","online","2021-10-25","QakBot"
"2021-10-25 07:12:27","86.120.85.209","443","offline","2021-10-25","QakBot"
# END 470 entries
